Firma_ID,Kullandıkları_Paket,Kayıt_Tarihi,Aylık_İçerik_Sayısı,Aylık_Gelir_TL,Churn_Durumu,Müşteri_Memnuniyeti_Skoru,Tahmini_API_Maliyeti_TL,Brüt_Kar_TL
CF-1372,Başlangıç,2025-10-06,81,650,0,6,283.5,366.5
CF-1373,Profesyonel,2025-09-16,8,1500,0,1,28.0,1472.0
CF-1374,Başlangıç,2024-07-22,19,650,0,7,66.5,583.5
CF-1375,Profesyonel,2025-04-07,74,1500,0,7,259.0,1241.0
CF-1376,Başlangıç,2025-11-02,20,650,0,5,70.0,580.0
CF-1377,Sınırsız,2025-05-12,56,4500,0,8,196.0,4304.0
CF-1378,Başlangıç,2024-09-08,57,650,0,7,199.5,450.5
CF-1379,Başlangıç,2024-01-24,14,650,0,8,49.0,601.0
CF-1380,Başlangıç,2024-05-08,85,650,0,9,297.5,352.5
CF-1381,Profesyonel,2024-07-10,7,1500,1,6,24.5,1475.5
CF-1382,Başlangıç,2025-01-12,37,650,0,5,129.5,520.5
CF-1383,Sınırsız,2025-02-03,41,4500,0,1,143.5,4356.5
CF-1384,Profesyonel,2025-01-11,42,1500,0,6,147.0,1353.0
CF-1385,Başlangıç,2025-03-15,8,650,0,8,28.0,622.0
CF-1386,Sınırsız,2024-01-30,53,4500,0,5,185.5,4314.5
CF-1387,Profesyonel,2024-10-31,1,1500,0,5,3.5,1496.5
CF-1388,Başlangıç,2024-07-26,18,650,0,9,63.0,587.0
CF-1389,Başlangıç,2025-07-04,44,650,1,5,154.0,496.0
CF-1390,Sınırsız,2025-07-16,59,4500,0,4,206.5,4293.5
CF-1391,Başlangıç,2025-10-13,57,650,0,8,199.5,450.5
CF-1392,Başlangıç,2024-07-26,19,650,0,2,66.5,583.5
CF-1393,Başlangıç,2025-08-06,56,650,0,7,196.0,454.0
CF-1394,Başlangıç,2025-12-09,98,650,0,3,343.0,307.0
CF-1395,Sınırsız,2024-01-21,30,4500,1,6,105.0,4395.0
CF-1396,Başlangıç,2024-03-20,89,650,0,8,311.5,338.5
CF-1397,Başlangıç,2024-12-02,34,650,0,7,119.0,531.0
CF-1398,Başlangıç,2024-03-31,42,650,0,9,147.0,503.0
CF-1399,Profesyonel,2025-05-19,43,1500,0,2,150.5,1349.5
CF-1400,Başlangıç,2025-02-03,46,650,0,7,161.0,489.0
CF-1401,Başlangıç,2025-04-08,44,650,0,6,154.0,496.0
CF-1402,Başlangıç,2025-06-15,46,650,0,5,161.0,489.0
CF-1403,Başlangıç,2025-02-11,27,650,0,3,94.5,555.5
CF-1404,Profesyonel,2025-11-12,20,1500,0,7,70.0,1430.0
CF-1405,Başlangıç,2025-11-11,16,650,0,9,56.0,594.0
CF-1406,Başlangıç,2024-04-24,18,650,0,2,63.0,587.0
CF-1407,Başlangıç,2025-06-05,58,650,0,6,203.0,447.0
CF-1408,Profesyonel,2025-08-09,67,1500,0,7,234.5,1265.5
CF-1409,Profesyonel,2025-05-01,1,1500,0,7,3.5,1496.5
CF-1410,Başlangıç,2025-12-13,79,650,0,5,276.5,373.5
CF-1411,Profesyonel,2024-06-16,22,1500,0,9,77.0,1423.0
CF-1412,Başlangıç,2025-05-08,73,650,0,8,255.5,394.5
CF-1413,Sınırsız,2024-04-03,43,4500,0,9,150.5,4349.5
CF-1414,Başlangıç,2024-04-26,12,650,1,3,42.0,608.0
CF-1415,Profesyonel,2024-07-08,50,1500,0,2,175.0,1325.0
CF-1416,Başlangıç,2025-11-27,86,650,0,5,301.0,349.0
CF-1417,Sınırsız,2024-12-28,16,4500,0,2,56.0,4444.0
CF-1418,Profesyonel,2024-05-04,9,1500,0,5,31.5,1468.5
CF-1419,Başlangıç,2024-08-25,80,650,1,5,280.0,370.0
CF-1420,Başlangıç,2025-07-28,92,650,0,8,322.0,328.0
CF-1421,Profesyonel,2025-12-10,24,1500,0,7,84.0,1416.0
CF-1422,Başlangıç,2024-10-14,7,650,0,8,24.5,625.5
CF-1423,Sınırsız,2025-11-06,65,4500,1,8,227.5,4272.5
CF-1424,Başlangıç,2025-12-24,7,650,0,9,24.5,625.5
CF-1425,Başlangıç,2024-08-06,5,650,0,2,17.5,632.5
CF-1426,Profesyonel,2025-09-07,95,1500,0,5,332.5,1167.5
CF-1427,Profesyonel,2025-07-17,55,1500,0,1,192.5,1307.5
CF-1428,Başlangıç,2024-03-13,82,650,0,7,287.0,363.0
CF-1429,Profesyonel,2025-10-26,39,1500,1,1,136.5,1363.5
CF-1430,Başlangıç,2025-03-02,49,650,1,8,171.5,478.5
CF-1431,Profesyonel,2024-03-24,70,1500,1,6,245.0,1255.0
CF-1432,Sınırsız,2025-07-03,91,4500,0,5,318.5,4181.5
CF-1433,Başlangıç,2024-01-29,25,650,0,2,87.5,562.5
CF-1434,Profesyonel,2025-10-26,2,1500,1,5,7.0,1493.0
CF-1435,Profesyonel,2025-01-05,73,1500,0,4,255.5,1244.5
CF-1436,Başlangıç,2024-04-22,27,650,0,9,94.5,555.5
CF-1437,Sınırsız,2024-08-15,73,4500,1,7,255.5,4244.5
CF-1438,Başlangıç,2025-04-19,38,650,0,3,133.0,517.0
CF-1439,Profesyonel,2024-08-12,32,1500,0,4,112.0,1388.0
CF-1440,Başlangıç,2025-10-05,78,650,0,1,273.0,377.0
CF-1441,Başlangıç,2025-01-16,33,650,0,8,115.5,534.5
CF-1442,Başlangıç,2024-04-02,26,650,0,8,91.0,559.0
CF-1443,Profesyonel,2024-05-20,89,1500,0,7,311.5,1188.5
CF-1444,Başlangıç,2024-12-11,85,650,1,8,297.5,352.5
CF-1445,Sınırsız,2025-08-01,20,4500,0,7,70.0,4430.0
CF-1446,Sınırsız,2024-03-30,50,4500,0,5,175.0,4325.0
CF-1447,Başlangıç,2025-05-25,68,650,0,7,238.0,412.0
CF-1448,Başlangıç,2024-07-18,84,650,0,2,294.0,356.0
CF-1449,Sınırsız,2025-07-11,83,4500,0,3,290.5,4209.5
CF-1450,Profesyonel,2024-05-25,23,1500,0,9,80.5,1419.5
CF-1451,Profesyonel,2025-02-11,18,1500,0,9,63.0,1437.0
CF-1452,Başlangıç,2025-06-21,73,650,0,5,255.5,394.5
CF-1453,Başlangıç,2024-02-19,42,650,0,6,147.0,503.0
CF-1454,Profesyonel,2025-02-16,34,1500,0,1,119.0,1381.0
CF-1455,Başlangıç,2024-12-21,24,650,0,9,84.0,566.0
CF-1456,Başlangıç,2025-05-08,31,650,0,9,108.5,541.5
CF-1457,Sınırsız,2025-09-30,36,4500,0,1,126.0,4374.0
CF-1458,Başlangıç,2024-10-25,93,650,0,2,325.5,324.5
CF-1459,Başlangıç,2025-10-23,62,650,0,3,217.0,433.0
CF-1460,Başlangıç,2024-06-01,49,650,1,5,171.5,478.5
CF-1461,Başlangıç,2025-02-15,18,650,0,2,63.0,587.0
CF-1462,Profesyonel,2024-04-18,90,1500,0,3,315.0,1185.0
CF-1463,Başlangıç,2025-08-16,49,650,0,9,171.5,478.5
CF-1464,Başlangıç,2024-06-04,34,650,1,6,119.0,531.0
CF-1465,Başlangıç,2024-08-08,18,650,0,7,63.0,587.0
CF-1466,Sınırsız,2025-02-09,95,4500,0,3,332.5,4167.5
CF-1467,Başlangıç,2024-05-01,11,650,0,2,38.5,611.5
CF-1468,Profesyonel,2024-11-09,53,1500,0,5,185.5,1314.5
CF-1469,Profesyonel,2025-01-30,47,1500,0,4,164.5,1335.5
CF-1470,Sınırsız,2025-09-24,16,4500,0,3,56.0,4444.0
CF-1471,Başlangıç,2025-11-07,93,650,0,9,325.5,324.5
CF-1472,Başlangıç,2025-12-06,70,650,1,7,245.0,405.0
CF-1473,Sınırsız,2024-11-01,11,4500,0,5,38.5,4461.5
CF-1474,Başlangıç,2025-04-05,63,650,1,8,220.5,429.5
CF-1475,Profesyonel,2024-02-09,54,1500,0,4,189.0,1311.0
CF-1476,Başlangıç,2024-09-17,84,650,0,3,294.0,356.0
CF-1477,Profesyonel,2025-12-17,70,1500,0,7,245.0,1255.0
CF-1478,Başlangıç,2024-08-12,69,650,0,3,241.5,408.5
CF-1479,Başlangıç,2025-02-04,90,650,1,5,315.0,335.0
CF-1480,Başlangıç,2024-12-01,17,650,1,4,59.5,590.5
CF-1481,Profesyonel,2024-04-10,26,1500,0,9,91.0,1409.0
CF-1482,Profesyonel,2025-07-11,72,1500,1,4,252.0,1248.0
CF-1483,Başlangıç,2025-12-09,59,650,1,3,206.5,443.5
CF-1484,Profesyonel,2024-08-10,36,1500,0,7,126.0,1374.0
CF-1485,Başlangıç,2024-06-27,58,650,0,2,203.0,447.0
CF-1486,Profesyonel,2024-09-30,34,1500,0,2,119.0,1381.0
CF-1487,Başlangıç,2024-04-25,7,650,0,4,24.5,625.5
CF-1488,Başlangıç,2025-03-19,79,650,0,5,276.5,373.5
CF-1489,Sınırsız,2024-04-29,28,4500,0,5,98.0,4402.0
CF-1490,Başlangıç,2025-12-03,62,650,0,2,217.0,433.0
CF-1491,Başlangıç,2024-11-12,48,650,1,4,168.0,482.0
CF-1492,Başlangıç,2024-06-03,49,650,1,7,171.5,478.5
CF-1493,Sınırsız,2025-06-18,69,4500,0,5,241.5,4258.5
CF-1494,Başlangıç,2024-12-06,9,650,0,7,31.5,618.5
CF-1495,Başlangıç,2024-07-12,46,650,0,3,161.0,489.0
CF-1496,Başlangıç,2024-12-06,90,650,0,4,315.0,335.0
CF-1497,Başlangıç,2025-01-01,87,650,0,5,304.5,345.5
CF-1498,Başlangıç,2025-07-03,27,650,0,8,94.5,555.5
CF-1499,Sınırsız,2024-04-10,17,4500,0,7,59.5,4440.5
CF-1500,Başlangıç,2024-05-05,45,650,0,6,157.5,492.5
CF-1501,Profesyonel,2025-11-20,22,1500,0,9,77.0,1423.0
CF-1502,Başlangıç,2024-03-09,43,650,0,3,150.5,499.5
CF-1503,Başlangıç,2025-03-16,97,650,1,1,339.5,310.5
CF-1504,Başlangıç,2024-01-01,7,650,0,4,24.5,625.5
CF-1505,Başlangıç,2024-10-21,34,650,0,7,119.0,531.0
CF-1506,Profesyonel,2024-07-04,51,1500,0,6,178.5,1321.5
CF-1507,Profesyonel,2025-07-05,89,1500,0,7,311.5,1188.5
CF-1508,Başlangıç,2024-11-19,46,650,0,1,161.0,489.0
CF-1509,Başlangıç,2024-06-13,48,650,0,8,168.0,482.0
CF-1510,Başlangıç,2024-06-23,10,650,0,6,35.0,615.0
CF-1511,Başlangıç,2024-04-04,10,650,0,9,35.0,615.0
CF-1512,Sınırsız,2024-02-23,82,4500,0,5,287.0,4213.0
CF-1513,Profesyonel,2024-12-09,16,1500,0,6,56.0,1444.0
CF-1514,Başlangıç,2025-01-21,23,650,0,4,80.5,569.5
CF-1515,Başlangıç,2024-07-23,76,650,1,2,266.0,384.0
CF-1516,Profesyonel,2024-08-12,97,1500,1,4,339.5,1160.5
CF-1517,Başlangıç,2024-11-01,46,650,0,6,161.0,489.0
CF-1518,Profesyonel,2025-05-22,78,1500,0,4,273.0,1227.0
CF-1519,Başlangıç,2025-05-30,2,650,1,3,7.0,643.0
CF-1520,Başlangıç,2025-12-27,16,650,0,1,56.0,594.0
CF-1521,Başlangıç,2024-07-03,30,650,0,7,105.0,545.0
CF-1522,Başlangıç,2025-04-23,55,650,0,4,192.5,457.5
CF-1523,Profesyonel,2025-07-02,73,1500,0,2,255.5,1244.5
CF-1524,Profesyonel,2024-01-31,68,1500,0,8,238.0,1262.0
CF-1525,Başlangıç,2024-01-26,84,650,0,3,294.0,356.0
CF-1526,Sınırsız,2024-05-22,21,4500,0,3,73.5,4426.5
CF-1527,Başlangıç,2024-10-30,58,650,0,3,203.0,447.0
CF-1528,Başlangıç,2025-09-24,86,650,0,8,301.0,349.0
CF-1529,Başlangıç,2025-02-19,20,650,0,6,70.0,580.0
CF-1530,Başlangıç,2024-09-07,84,650,0,5,294.0,356.0
CF-1531,Profesyonel,2024-04-23,83,1500,0,8,290.5,1209.5
CF-1532,Profesyonel,2025-12-27,34,1500,0,8,119.0,1381.0
CF-1533,Başlangıç,2024-06-10,92,650,0,2,322.0,328.0
CF-1534,Başlangıç,2025-04-19,56,650,0,4,196.0,454.0
CF-1535,Başlangıç,2025-12-29,52,650,1,9,182.0,468.0
CF-1536,Başlangıç,2024-07-22,12,650,1,3,42.0,608.0
CF-1537,Başlangıç,2024-10-22,23,650,0,8,80.5,569.5
CF-1538,Sınırsız,2024-10-27,16,4500,0,5,56.0,4444.0
CF-1539,Başlangıç,2024-08-21,25,650,0,6,87.5,562.5
CF-1540,Profesyonel,2025-07-09,63,1500,0,8,220.5,1279.5
CF-1541,Sınırsız,2024-02-29,69,4500,1,1,241.5,4258.5
CF-1542,Sınırsız,2024-08-27,17,4500,0,3,59.5,4440.5
CF-1543,Başlangıç,2024-11-22,94,650,0,9,329.0,321.0
CF-1544,Sınırsız,2025-03-20,25,4500,0,2,87.5,4412.5
CF-1545,Başlangıç,2024-04-09,17,650,1,7,59.5,590.5
CF-1546,Profesyonel,2024-12-29,63,1500,0,1,220.5,1279.5
CF-1547,Başlangıç,2024-08-11,43,650,0,7,150.5,499.5
CF-1548,Başlangıç,2024-07-24,3,650,0,3,10.5,639.5
CF-1549,Başlangıç,2025-09-28,11,650,0,3,38.5,611.5
CF-1550,Başlangıç,2025-11-17,45,650,0,5,157.5,492.5
CF-1551,Profesyonel,2025-01-10,54,1500,0,2,189.0,1311.0
CF-1552,Başlangıç,2024-04-26,63,650,0,4,220.5,429.5
CF-1553,Başlangıç,2025-08-01,99,650,0,8,346.5,303.5
CF-1554,Sınırsız,2025-09-01,6,4500,1,5,21.0,4479.0
CF-1555,Sınırsız,2025-11-21,35,4500,0,3,122.5,4377.5
CF-1556,Başlangıç,2025-07-21,26,650,0,7,91.0,559.0
CF-1557,Başlangıç,2024-04-23,14,650,0,5,49.0,601.0
CF-1558,Profesyonel,2024-03-07,54,1500,0,7,189.0,1311.0
CF-1559,Başlangıç,2024-07-05,73,650,0,3,255.5,394.5
CF-1560,Başlangıç,2025-06-01,5,650,0,2,17.5,632.5
CF-1561,Profesyonel,2024-02-17,89,1500,0,8,311.5,1188.5
CF-1562,Sınırsız,2025-10-23,93,4500,0,3,325.5,4174.5
CF-1563,Sınırsız,2025-11-08,83,4500,0,2,290.5,4209.5
CF-1564,Profesyonel,2024-02-15,90,1500,0,9,315.0,1185.0
CF-1565,Profesyonel,2025-08-21,41,1500,0,2,143.5,1356.5
CF-1566,Profesyonel,2024-04-15,36,1500,0,5,126.0,1374.0
CF-1567,Profesyonel,2025-07-27,19,1500,0,1,66.5,1433.5
CF-1568,Başlangıç,2025-05-14,53,650,0,1,185.5,464.5
CF-1569,Profesyonel,2024-10-12,21,1500,0,5,73.5,1426.5
CF-1570,Profesyonel,2025-10-20,42,1500,0,7,147.0,1353.0
CF-1571,Başlangıç,2024-09-30,62,650,1,5,217.0,433.0
CF-1572,Profesyonel,2024-07-11,88,1500,0,3,308.0,1192.0
CF-1573,Başlangıç,2024-11-16,66,650,0,9,231.0,419.0
CF-1574,Başlangıç,2025-03-06,66,650,0,7,231.0,419.0
CF-1575,Sınırsız,2024-12-28,14,4500,1,2,49.0,4451.0
CF-1576,Sınırsız,2024-08-27,93,4500,0,3,325.5,4174.5
CF-1577,Sınırsız,2024-06-02,79,4500,0,4,276.5,4223.5
CF-1578,Sınırsız,2024-05-27,44,4500,0,8,154.0,4346.0
CF-1579,Profesyonel,2024-07-22,76,1500,0,8,266.0,1234.0
CF-1580,Başlangıç,2025-06-01,31,650,1,7,108.5,541.5
CF-1581,Başlangıç,2025-05-17,20,650,0,8,70.0,580.0
CF-1582,Profesyonel,2025-03-10,17,1500,0,2,59.5,1440.5
CF-1583,Sınırsız,2025-09-10,74,4500,0,2,259.0,4241.0
CF-1584,Başlangıç,2025-02-19,25,650,0,6,87.5,562.5
CF-1585,Sınırsız,2024-02-05,40,4500,0,8,140.0,4360.0
CF-1586,Başlangıç,2025-05-08,71,650,1,9,248.5,401.5
CF-1587,Profesyonel,2024-10-24,76,1500,0,2,266.0,1234.0
CF-1588,Sınırsız,2024-07-20,41,4500,0,9,143.5,4356.5
CF-1589,Sınırsız,2024-08-05,53,4500,0,8,185.5,4314.5
CF-1590,Başlangıç,2024-09-30,19,650,0,7,66.5,583.5
CF-1591,Başlangıç,2024-01-02,78,650,0,9,273.0,377.0
CF-1592,Sınırsız,2025-11-07,58,4500,0,5,203.0,4297.0
CF-1593,Profesyonel,2025-09-19,75,1500,0,5,262.5,1237.5
CF-1594,Profesyonel,2025-11-23,20,1500,0,7,70.0,1430.0
CF-1595,Başlangıç,2025-07-15,90,650,0,1,315.0,335.0
CF-1596,Sınırsız,2025-09-29,92,4500,0,8,322.0,4178.0
CF-1597,Profesyonel,2024-03-08,27,1500,0,1,94.5,1405.5
CF-1598,Sınırsız,2025-06-07,44,4500,0,6,154.0,4346.0
CF-1599,Profesyonel,2024-01-26,45,1500,0,9,157.5,1342.5
CF-1600,Başlangıç,2025-06-16,9,650,0,3,31.5,618.5
CF-1601,Başlangıç,2024-06-04,11,650,0,2,38.5,611.5
CF-1602,Başlangıç,2025-12-07,6,650,0,2,21.0,629.0
CF-1603,Sınırsız,2025-05-24,78,4500,0,7,273.0,4227.0
CF-1604,Başlangıç,2024-07-16,29,650,0,2,101.5,548.5
CF-1605,Profesyonel,2024-02-03,98,1500,0,4,343.0,1157.0
CF-1606,Başlangıç,2025-08-21,79,650,0,8,276.5,373.5
CF-1607,Başlangıç,2025-11-23,68,650,0,8,238.0,412.0
CF-1608,Sınırsız,2025-11-23,16,4500,0,8,56.0,4444.0
CF-1609,Sınırsız,2024-08-04,31,4500,0,3,108.5,4391.5
CF-1610,Sınırsız,2024-02-02,36,4500,0,5,126.0,4374.0
CF-1611,Başlangıç,2024-06-29,96,650,0,1,336.0,314.0
CF-1612,Profesyonel,2024-03-15,49,1500,0,1,171.5,1328.5
CF-1613,Başlangıç,2025-08-01,88,650,0,1,308.0,342.0
CF-1614,Profesyonel,2025-11-01,24,1500,0,5,84.0,1416.0
CF-1615,Başlangıç,2025-11-26,8,650,0,9,28.0,622.0
CF-1616,Başlangıç,2024-08-28,72,650,0,2,252.0,398.0
CF-1617,Profesyonel,2024-10-11,94,1500,0,8,329.0,1171.0
CF-1618,Profesyonel,2025-08-19,18,1500,0,1,63.0,1437.0
CF-1619,Başlangıç,2025-01-02,21,650,0,7,73.5,576.5
CF-1620,Başlangıç,2024-11-19,34,650,0,5,119.0,531.0
CF-1621,Profesyonel,2025-03-27,40,1500,0,4,140.0,1360.0
CF-1622,Sınırsız,2024-11-23,21,4500,0,3,73.5,4426.5
CF-1623,Başlangıç,2024-06-06,44,650,0,4,154.0,496.0
CF-1624,Başlangıç,2024-04-03,54,650,0,3,189.0,461.0
CF-1625,Profesyonel,2025-12-13,78,1500,0,3,273.0,1227.0
CF-1626,Profesyonel,2024-02-22,64,1500,0,3,224.0,1276.0
CF-1627,Başlangıç,2025-12-23,76,650,0,3,266.0,384.0
CF-1628,Başlangıç,2024-10-21,41,650,1,6,143.5,506.5
CF-1629,Başlangıç,2025-03-24,21,650,0,8,73.5,576.5
CF-1630,Başlangıç,2025-05-24,19,650,0,2,66.5,583.5
CF-1631,Başlangıç,2024-12-24,87,650,0,3,304.5,345.5
CF-1632,Başlangıç,2024-06-30,29,650,0,8,101.5,548.5
CF-1633,Başlangıç,2025-09-01,4,650,0,7,14.0,636.0
CF-1634,Başlangıç,2024-10-22,6,650,0,5,21.0,629.0
CF-1635,Başlangıç,2024-12-16,41,650,0,3,143.5,506.5
CF-1636,Başlangıç,2025-03-28,68,650,1,3,238.0,412.0
CF-1637,Profesyonel,2025-05-29,22,1500,0,3,77.0,1423.0
CF-1638,Profesyonel,2024-01-14,10,1500,1,7,35.0,1465.0
CF-1639,Profesyonel,2024-10-29,16,1500,0,1,56.0,1444.0
CF-1640,Başlangıç,2024-12-01,12,650,0,7,42.0,608.0
CF-1641,Başlangıç,2024-12-06,48,650,0,7,168.0,482.0
CF-1642,Başlangıç,2025-11-01,46,650,0,2,161.0,489.0
CF-1643,Başlangıç,2024-05-30,56,650,0,2,196.0,454.0
CF-1644,Profesyonel,2025-07-15,7,1500,0,6,24.5,1475.5
CF-1645,Profesyonel,2025-12-09,64,1500,0,6,224.0,1276.0
CF-1646,Başlangıç,2025-09-04,41,650,0,1,143.5,506.5
CF-1647,Profesyonel,2025-12-26,81,1500,0,4,283.5,1216.5
CF-1648,Başlangıç,2024-09-16,95,650,1,9,332.5,317.5
CF-1649,Başlangıç,2025-01-28,49,650,0,3,171.5,478.5
CF-1650,Başlangıç,2024-02-05,34,650,0,1,119.0,531.0
CF-1651,Başlangıç,2024-12-19,46,650,0,3,161.0,489.0
CF-1652,Başlangıç,2024-12-10,57,650,0,2,199.5,450.5
CF-1653,Sınırsız,2025-07-29,34,4500,0,5,119.0,4381.0
CF-1654,Başlangıç,2024-11-03,18,650,1,4,63.0,587.0
CF-1655,Profesyonel,2024-08-25,95,1500,0,5,332.5,1167.5
CF-1656,Başlangıç,2024-08-13,46,650,0,3,161.0,489.0
CF-1657,Başlangıç,2024-09-22,23,650,0,9,80.5,569.5
CF-1658,Profesyonel,2025-02-03,41,1500,0,7,143.5,1356.5
CF-1659,Başlangıç,2024-01-10,34,650,0,3,119.0,531.0
CF-1660,Sınırsız,2025-03-21,16,4500,0,5,56.0,4444.0
CF-1661,Başlangıç,2025-08-13,28,650,0,4,98.0,552.0
CF-1662,Başlangıç,2024-05-08,31,650,0,2,108.5,541.5
CF-1663,Başlangıç,2024-10-21,25,650,1,1,87.5,562.5
CF-1664,Başlangıç,2025-05-15,65,650,1,2,227.5,422.5
CF-1665,Başlangıç,2025-08-24,58,650,0,6,203.0,447.0
CF-1666,Başlangıç,2024-11-10,56,650,0,6,196.0,454.0
CF-1667,Başlangıç,2024-08-10,3,650,1,5,10.5,639.5
CF-1668,Profesyonel,2025-01-23,38,1500,0,5,133.0,1367.0
CF-1669,Profesyonel,2024-06-27,83,1500,0,2,290.5,1209.5
CF-1670,Başlangıç,2025-12-24,84,650,0,2,294.0,356.0
CF-1671,Profesyonel,2024-09-26,25,1500,0,2,87.5,1412.5
CF-1672,Başlangıç,2024-01-27,51,650,1,5,178.5,471.5
CF-1673,Başlangıç,2024-06-20,30,650,0,7,105.0,545.0
CF-1674,Başlangıç,2024-02-23,11,650,0,7,38.5,611.5
CF-1675,Sınırsız,2024-11-16,36,4500,0,3,126.0,4374.0
CF-1676,Başlangıç,2025-06-24,6,650,0,1,21.0,629.0
CF-1677,Başlangıç,2025-10-14,37,650,0,4,129.5,520.5
CF-1678,Profesyonel,2024-09-18,68,1500,1,3,238.0,1262.0
CF-1679,Başlangıç,2024-10-18,72,650,0,4,252.0,398.0
CF-1680,Başlangıç,2025-01-06,38,650,0,8,133.0,517.0
CF-1681,Başlangıç,2024-01-18,39,650,0,9,136.5,513.5
CF-1682,Başlangıç,2025-09-22,22,650,0,8,77.0,573.0
CF-1683,Başlangıç,2025-10-14,28,650,1,4,98.0,552.0
CF-1684,Profesyonel,2025-05-21,72,1500,1,3,252.0,1248.0
CF-1685,Başlangıç,2025-03-22,20,650,0,9,70.0,580.0
CF-1686,Profesyonel,2025-01-03,88,1500,0,6,308.0,1192.0
CF-1687,Profesyonel,2025-06-10,71,1500,0,7,248.5,1251.5
CF-1688,Profesyonel,2024-09-25,29,1500,0,7,101.5,1398.5
CF-1689,Profesyonel,2024-07-05,60,1500,0,3,210.0,1290.0
CF-1690,Profesyonel,2025-08-27,20,1500,0,3,70.0,1430.0
CF-1691,Başlangıç,2024-06-18,47,650,0,6,164.5,485.5
CF-1692,Başlangıç,2024-08-28,82,650,0,1,287.0,363.0
CF-1693,Başlangıç,2024-07-31,14,650,0,8,49.0,601.0
CF-1694,Başlangıç,2024-09-21,61,650,1,6,213.5,436.5
CF-1695,Profesyonel,2025-01-27,84,1500,1,3,294.0,1206.0
CF-1696,Profesyonel,2025-06-13,34,1500,0,7,119.0,1381.0
CF-1697,Başlangıç,2025-05-04,42,650,1,3,147.0,503.0
CF-1698,Başlangıç,2025-11-09,56,650,0,4,196.0,454.0
CF-1699,Profesyonel,2024-11-16,26,1500,0,1,91.0,1409.0
CF-1700,Profesyonel,2025-12-25,35,1500,0,7,122.5,1377.5
CF-1701,Başlangıç,2024-09-11,87,650,0,3,304.5,345.5
CF-1702,Profesyonel,2024-05-18,41,1500,0,3,143.5,1356.5
CF-1703,Başlangıç,2024-03-03,69,650,0,4,241.5,408.5
CF-1704,Başlangıç,2024-07-19,77,650,0,4,269.5,380.5
CF-1705,Başlangıç,2024-09-22,14,650,1,3,49.0,601.0
CF-1706,Başlangıç,2024-10-13,15,650,0,9,52.5,597.5
CF-1707,Başlangıç,2025-10-24,78,650,0,9,273.0,377.0
CF-1708,Sınırsız,2024-12-22,20,4500,0,7,70.0,4430.0
CF-1709,Sınırsız,2024-02-09,38,4500,0,5,133.0,4367.0
CF-1710,Başlangıç,2024-11-07,73,650,0,2,255.5,394.5
CF-1711,Başlangıç,2025-03-05,66,650,0,4,231.0,419.0
CF-1712,Başlangıç,2024-07-06,86,650,0,5,301.0,349.0
CF-1713,Sınırsız,2024-04-10,41,4500,0,8,143.5,4356.5
CF-1714,Profesyonel,2025-01-21,35,1500,0,5,122.5,1377.5
CF-1715,Profesyonel,2024-07-24,99,1500,0,8,346.5,1153.5
CF-1716,Profesyonel,2024-08-07,57,1500,0,2,199.5,1300.5
CF-1717,Başlangıç,2025-05-28,57,650,0,7,199.5,450.5
CF-1718,Başlangıç,2025-02-25,91,650,0,8,318.5,331.5
CF-1719,Profesyonel,2024-07-01,33,1500,0,6,115.5,1384.5
CF-1720,Sınırsız,2025-05-29,88,4500,0,7,308.0,4192.0
CF-1721,Profesyonel,2024-08-30,14,1500,0,8,49.0,1451.0
CF-1722,Sınırsız,2024-06-13,14,4500,0,9,49.0,4451.0
CF-1723,Profesyonel,2025-01-08,81,1500,0,5,283.5,1216.5
CF-1724,Sınırsız,2024-08-06,51,4500,0,4,178.5,4321.5
CF-1725,Başlangıç,2025-06-29,23,650,0,5,80.5,569.5
CF-1726,Profesyonel,2025-08-03,88,1500,0,6,308.0,1192.0
CF-1727,Başlangıç,2025-06-22,57,650,0,9,199.5,450.5
CF-1728,Başlangıç,2024-01-01,73,650,0,5,255.5,394.5
CF-1729,Profesyonel,2025-12-17,40,1500,1,2,140.0,1360.0
CF-1730,Başlangıç,2025-10-14,36,650,0,3,126.0,524.0
CF-1731,Profesyonel,2024-06-06,87,1500,0,3,304.5,1195.5
CF-1732,Başlangıç,2025-06-19,74,650,0,2,259.0,391.0
CF-1733,Başlangıç,2024-06-07,50,650,0,6,175.0,475.0
CF-1734,Başlangıç,2024-08-23,71,650,1,2,248.5,401.5
CF-1735,Profesyonel,2025-03-24,21,1500,0,8,73.5,1426.5
CF-1736,Başlangıç,2024-04-20,92,650,0,2,322.0,328.0
CF-1737,Profesyonel,2025-06-03,7,1500,0,6,24.5,1475.5
CF-1738,Başlangıç,2025-09-10,40,650,0,7,140.0,510.0
CF-1739,Başlangıç,2024-01-17,74,650,0,4,259.0,391.0
CF-1740,Profesyonel,2024-01-25,25,1500,0,7,87.5,1412.5
CF-1741,Başlangıç,2025-11-05,47,650,0,6,164.5,485.5
CF-1742,Başlangıç,2024-10-07,20,650,1,8,70.0,580.0
CF-1743,Başlangıç,2024-01-19,35,650,0,2,122.5,527.5
CF-1744,Başlangıç,2024-09-14,36,650,0,7,126.0,524.0
CF-1745,Profesyonel,2024-03-15,21,1500,0,4,73.5,1426.5
CF-1746,Sınırsız,2024-08-07,59,4500,0,8,206.5,4293.5
CF-1747,Profesyonel,2025-05-27,56,1500,1,8,196.0,1304.0
